Train No,Train Name,SEQ,Station Code,Station Name,Station Zone,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Source Zone,Destination Station,Destination Station Name,Destination Zone
68071,ADRA KNF LOC,7,BCB,BHOWRA BH,SER,08:22:00,08:23:00,34,ADRA,ADRA,SER,KNF,KHANODIH,SER
68077,ADRA VAA LOC,7,BCB,BHOWRA BH,SER,14:23:00,14:24:00,34,ADRA,ADRA,SER,VAA,BHAGA JN,SER
68072,VAA ADRA LOC,3,BCB,BHOWRA BH,SER,18:19:00,18:20:00,6,VAA,BHAGA JN,SER,ADRA,ADRA,SER
68078,VAA ADRA LOC,3,BCB,BHOWRA BH,SER,15:09:00,15:10:00,6,VAA,BHAGA JN,SER,ADRA,ADRA,SER
68008,JGM SRC MEMU,7,BCK,BALICHAK,SER,11:01:00,11:02:00,63,JGM,JHARGRAM,SER,SRC,SANTRAGACHI JN.,SER
38709,SRC-KGP LOCA,25,BCK,BALICHAK,SER,12:52:00,12:53:00,82,SRC,SANTRAGACHI JN.,SER,KGP,KHARAGPUR,SER
68001,SRC-JGM MEMU,8,BCK,BALICHAK,SER,08:11:00,08:12:00,83,SRC,SANTRAGACHI JN.,SER,JGM,JHARGRAM,SER
78032,BMPR TATA PA,7,BDO,BAHALDA ROAD,SER,13:08:00,13:09:00,74,BMPR,BADAMPAHAR,SER,TATA,TATANAGAR JN,SER
78031,TATA BMPR PA,3,BDO,BAHALDA ROAD,SER,07:47:00,07:48:00,41,TATA,TATANAGAR JN,SER,BMPR,BADAMPAHAR,SER
68686,DGHA-PKU DEM,4,BDPA,BADALPUR PH,SER,05:58:00,05:59:00,15,DGHA,DIGHA FS,SER,PKU,PANSKURA,SER
68688,DGHA-PKU EMU,4,BDPA,BADALPUR PH,SER,07:03:00,07:04:00,15,DGHA,DIGHA FS,SER,PKU,PANSKURA,SER
68690,DGHA-MCA LOC,4,BDPA,BADALPUR PH,SER,11:35:00,11:36:00,15,DGHA,DIGHA FS,SER,MCA,MECHEDA,SER
68685,MCA DGHA LOC,19,BDPA,BADALPUR PH,SER,10:23:00,10:24:00,114,MCA,MECHEDA,SER,DGHA,DIGHA FS,SER
68689,PKU-DGHA MEM,15,BDPA,BADALPUR PH,SER,21:36:00,21:37:00,101,PKU,PANSKURA,SER,DGHA,DIGHA FS,SER
58118,GONDIA JSG P,54,BEF,BHUPADEOPUR,SECR,16:29:00,16:31:00,405,G,GONDIA JN.,SER,JSG,JHARSUGUDA JN.,SER
58117,JSG GONDIA P,11,BEF,BHUPADEOPUR,SECR,09:15:00,09:17:00,90,JSG,JHARSUGUDA JN.,SER,G,GONDIA JN.,SER
58134,JSG-ROU PASS,4,BEH,BAGDIHI,SER,09:35:00,09:36:00,20,JSG,JHARSUGUDA JN.,SER,ROU,ROURKELA,SER
58133,ROU-JSG PASS,12,BEH,BAGDIHI,SER,16:33:00,16:34:00,80,ROU,ROURKELA,SER,JSG,JHARSUGUDA JN.,SER
58801,BPQ - G PASS,19,BFF,BARABHATI,SECR,18:05:00,18:06:00,176,BPQ,BALHARSHAH,SER,G,GONDIA JN.,SER
58803,BPQ - G PASS,19,BFF,BARABHATI,SECR,09:40:00,09:41:00,176,BPQ,BALHARSHAH,SER,G,GONDIA JN.,SER
78819,BPQ-G DEMU,19,BFF,BARABHATI,SECR,22:08:00,22:09:00,176,BPQ,BALHARSHAH,SER,G,GONDIA JN.,SER
58802,G - BPQ PASS,10,BFF,BARABHATI,SECR,08:24:00,08:25:00,73,G,GONDIA JN.,SER,BPQ,BALHARSHAH,SER
58804,G - BPQ PASS,10,BFF,BARABHATI,SECR,18:35:00,18:36:00,73,G,GONDIA JN.,SER,BPQ,BALHARSHAH,SER
78820,G- BPQ DEMU,10,BFF,BARABHATI,SECR,11:45:00,11:46:00,73,G,GONDIA JN.,SER,BPQ,BALHARSHAH,SER
68057,ADRA PRR LOC,4,BGA,BAGALIA,SER,06:11:00,06:12:00,19,ADRA,ADRA,SER,PRR,PURULIA JN.,SER
68058,PRR ADRA LOC,4,BGA,BAGALIA,SER,07:32:00,07:33:00,20,PRR,PURULIA JN.,SER,ADRA,ADRA,SER
58602,ADRA KGP PAS,14,BGO,BOGRI ROAD,CR,07:33:00,07:34:00,104,ADRA,ADRA,SER,KGP,KHARAGPUR,SER
68090,ADRA MDN LOC,14,BGO,BOGRI ROAD,CR,10:02:00,10:03:00,104,ADRA,ADRA,SER,MDN,MIDNAPORE,SER
68098,ADRA GBA PAS,14,BGO,BOGRI ROAD,CR,19:15:00,19:16:00,104,ADRA,ADRA,SER,GBA,GARBETA,SER
68097,GBA ADRA LOC,2,BGO,BOGRI ROAD,CR,20:18:00,20:19:00,4,GBA,GARBETA,SER,ADRA,ADRA,SER
58601,KGP ADRA PAS,9,BGO,BOGRI ROAD,CR,18:42:00,18:43:00,64,KGP,KHARAGPUR,SER,ADRA,ADRA,SER
68089,MDN ADRA LOC,7,BGO,BOGRI ROAD,CR,12:22:00,12:23:00,51,MDN,MIDNAPORE,SER,ADRA,ADRA,SER
