Train no,Train Name,arrival,Station Code,Zone,duration_m,Station Name,departure,return_train,Destination Station,Destination Station Name,Distance
6008,KollamChennai Central SF Special,03:40:00,QLN,SR,10,KOLLAM JN,11:30:00,6007,MAS,CHENNAI CENTRAL,858
6009,Chennai CentralKollam SF Special,15:30:00,MAS,SR,0,CHENNAI CENTRAL,23:30:00,6008,QLN,KOLLAM JN,858
6011,Chennai Central Kollam (Weekly) SF Special,05:45:00,MAS,SR,30,CHENNAI CENTRAL,15:15:00,6010,QLN,KOLLAM JN,858
6201,Mysore-Sainagar Shirdi Special,11:30:00,MYS,SWR,0,MYSORE JN,05:30:00,6202,SNSI,SAINAGAR SHIRDI,1304
6202,Sainagar Shirdi - Mysore Special,07:10:00,SNSI,SWR,15,SAINAGAR SHIRDI,23:55:00,6201,MYS,MYSORE JN,1304
6215,Mysore Nanjangud Town passenger,17:05:00,MYS,SWR,55,MYSORE JN,16:10:00,6216,NTW,NANJANGUD TOWN,25
6216,Nanjangud Town Mysore Passenger,18:20:00,NTW,SWR,50,NANJANGUD TOWN,17:30:00,6215,MYS,MYSORE JN,25
6301,Nagercoil-Mangalore Special,10:30:00,NCJ,SR,40,NAGERCOIL JN,16:50:00,6302,MAJN,MANGALORE JN,711
6302,Mangalore-Nagercoil Special,07:50:00,MAJN,SR,35,MANGALORE JN,16:15:00,6301,NCJ,NAGERCOIL JN,711
6501,Yesvantpur - Ahmedabad Garib Rath Special,16:10:00,YPR,SWR,50,YESVANTPUR JN,05:20:00,6502,ADI,AHMEDABAD JN,1719
6502,Ahmedabad -Yesvantpur Garib Rath Special,11:25:00,ADI,SWR,10,AHMEDABAD JN,20:15:00,6501,YPR,YESVANTPUR JN,1719
6535,Bijapur Express,11:00:00,YPR,SWR,15,YESVANTPUR JN,19:45:00,6536,BJP,BIJAPUR,712
6536,Bijapur-Yesvantpur Special,09:15:00,BJP,SWR,35,BIJAPUR,17:40:00,6535,YPR,YESVANTPUR JN,712
6591,Yesvantpur-Hosur Passenger Special,07:55:00,YPR,SWR,35,YESVANTPUR JN,06:20:00,6592,HSRA,Hosur,67
6592,Hosur-Yesvantpur Passenger,09:50:00,HSRA,SWR,40,Hosur,08:10:00,6593,YPR,YESVANTPUR JN,67
6594,Hosur-Yesvantpur Passenger Special,19:20:00,HSRA,SWR,35,Hosur,17:45:00,6593,YPR,YESVANTPUR JN,67
6595,Yesvantpur-Devanhalli Special,11:45:00,YPR,SWR,5,YESVANTPUR JN,10:40:00,6596,DHL,Devanhalli,36
6596,Devanahalli-Yesvantpur Special,14:25:00,DHL,SWR,10,Devanhalli,13:15:00,6595,YPR,YESVANTPUR JN,36
6617,Coimbatore-Nagercoil Special,06:40:00,CBE,SR,20,COIMBATORE JN,20:20:00,6618,NCJ,NAGERCOIL JN,497
6618,Nagercoil-Coimbatore Special,08:00:00,NCJ,SR,45,NAGERCOIL JN,20:15:00,6617,CBE,COIMBATORE JN,497
6621,Coimbatore-Yesvantpur SF Special,13:20:00,CBE,SR,20,COIMBATORE JN,06:00:00,6622,YPR,YESVANTPUR JN,440
6622,Yesvantpur-Coimbatore SF Special,21:40:00,YPR,SR,25,YESVANTPUR JN,14:15:00,6621,CBE,COIMBATORE JN,440
6837,Karaikkudi Manamadurai Passenger,19:50:00,KKDI,SR,20,Karaikkudi Junction,18:30:00,6838,MNM,MANAMADURAI JN,61
6838,Manamadurai Karaikkudi Passenger,09:15:00,MNM,SR,20,MANAMADURAI JN,07:55:00,6837,KKDI,Karaikkudi Junction,61
6839,Tiruchirappalli Karaikkudi Passenger Special,18:15:00,TPJ,SR,20,TIRUCHIRAPPALLI,15:55:00,6840,KKDI,Karaikkudi Junction,90
6840,Karaikkudi-Tiruchirappalli Passenger Special,12:05:00,KKDI,SR,25,Karaikkudi Junction,09:40:00,6839,TPJ,TIRUCHIRAPPALLI,90
7003,Hyderabad-Korba Special,05:45:00,HYB,SCR,0,HYDERABAD DECCAN,10:45:00,7004,KRBA,Korba,996
7004,Korba-Hyderabad Special,04:45:00,KRBA,SCR,45,Korba,08:00:00,7003,HYB,HYDERABAD DECCAN,999
7105,Ajmer - Hyderabad Special,14:00:00,AII,SCR,15,AJMER JN,22:45:00,7106,HYB,HYDERABAD DECCAN,2033
55138,Shahganj Ballia Passenger,10:45:00,SHG,NER,30,SHAHGANJ JN,06:15:00,55137,BUI,BALLIA,168
56393,Kottayam Kollam Passenger,20:15:00,KTYM,SR,30,KOTTAYAM,17:45:00,56394,QLN,KOLLAM JN,96
7144,Shahu Maharaj T. Kolhapur - Hyderabad Special,06:45:00,KOP,SCR,15,C SHAHU M RAJ KOLHAPUR TERM,07:30:00,7143,HYB,HYDERABAD DECCAN,998
7403,Adilabad-Nanded Special,12:15:00,ADB,SCR,45,ADILABAD,07:30:00,7404,NED,HUZUR SAHIB NANDED,185
7404,Nanded-Adilabad Special,19:30:00,NED,SCR,30,HUZUR SAHIB NANDED,15:00:00,7403,ADB,ADILABAD,185
7603,Kacheguda Kamareddi Special,12:30:00,KCG,SCR,20,KACHEGUDA,09:10:00,7604,KMC,KAMAREDDI,114
7605,Kamareddi-Nizamabad Passenger Special,13:40:00,KMC,SCR,55,KAMAREDDI,12:45:00,7606,NZB,NIZAMABAD,52
7606,Nizamabad-Kamareddi Special,15:15:00,NZB,SCR,55,NIZAMABAD,14:20:00,7605,KMC,KAMAREDDI,52
7607,Secunderabad - Mancherial Special,09:35:00,SC,SCR,5,SECUNDERABAD JN,05:30:00,7608,MCI,MANCHIRYAL,239
7608,Mancherial - Secunderabad Special,14:30:00,MCI,SCR,0,MANCHIRYAL,10:30:00,7607,SC,SECUNDERABAD JN,239
8001,Kharagpur-Jhargram Express Special,10:45:00,KGP,SER,35,KHARAGPUR JN,10:10:00,8002,JGM,JHARGRAM,39
8002,Jhargram-Kharagpur Special,19:20:00,JGM,SER,55,JHARGRAM,18:25:00,8001,KGP,KHARAGPUR JN,39
8004,Mysore - Howrah Special,14:50:00,MYS,SER,20,MYSORE JN,00:30:00,8003,HWH,HOWRAH JN,2111
8017,Kharagpur- Jhargram MEMU Special,06:00:00,KGP,SER,50,KHARAGPUR JN,05:10:00,8018,JGM,JHARGRAM,38
8018,Jhargram - Kharagpur MEMU Special,23:05:00,JGM,SER,55,JHARGRAM,22:10:00,8017,KGP,KHARAGPUR JN,38
8043,Kolkata Shalimar-Haridwar Puja Special,23:05:00,SHM,SER,45,KOLKATA SHALIMAR,17:20:00,8044,HW,HARIDWAR JN,1595
8051,Kharagpur- Jhargram MEMU Special,06:45:00,KGP,SER,38,KHARAGPUR JN,06:07:00,8052,JGM,JHARGRAM,38
8052,Jhargram - Kharagpur MEMU Special,18:40:00,JGM,SER,40,JHARGRAM,18:00:00,8051,KGP,KHARAGPUR JN,38
8055,Shalimar-Tirupati Special,18:00:00,SHM,SER,10,KOLKATA SHALIMAR,15:50:00,8056,TPTY,TIRUPATI MAIN,1616
8113,Tatanagar Bilaspur Passenger,06:45:00,TATA,SER,15,TATANAGAR JN,16:30:00,8114,BSP,BILASPUR JN,470
8114,Bilaspur Tatanagar Passenger,12:30:00,BSP,SER,40,BILASPUR JN,18:50:00,8113,TATA,TATANAGAR JN,470
8469,Puri-Bangalore weekly Garib Rath special,22:45:00,PURI,ECoR,15,PURI,14:30:00,8470,SBC,BANGALORE CITY JN,1529
8470,Bangalore-Puri Garib Rath Special,05:50:00,SBC,ECoR,55,BANGALORE CITY JN,23:55:00,8469,PURI,PURI,1529
8471,Bhubaneswar - Tirupati Weekly Special,09:45:00,BBS,ECoR,0,BHUBANESWAR,11:45:00,8472,TPTY,TIRUPATI MAIN,1205
8472,Tirupati - Bhubaneswar Weekly Special,14:00:00,TPTY,ECoR,0,TIRUPATI MAIN,14:00:00,8471,BBS,BHUBANESWAR,1205
8565,Visakhapatnam-Secunderabad Special,09:00:00,VSKP,ECoR,20,VISHAKAPATNAM,19:40:00,8566,SC,SECUNDERABAD JN,701
8566,Secunderabad Vishakaptnam Special,10:15:00,SC,ECoR,45,SECUNDERABAD JN,21:30:00,8565,VSKP,VISHAKAPATNAM,701
8567,Visakhapatnam Sainagar Shirdi special,11:00:00,VSKP,ECoR,30,VISHAKAPATNAM,05:30:00,8568,SNSI,SAINAGAR SHIRDI,1403
8568,Shirdi-Visakhapatnam Weekly Special,22:45:00,SNSI,ECoR,25,SAINAGAR SHIRDI,18:20:00,8567,VSKP,VISHAKAPATNAM,1405
8786,Dalli Rajhara Durg Pass,20:10:00,DRZ,SECR,5,Dalli Rajhara,18:05:00,8785,DURG,DURG,88
8787,Raipur-Durg Special,10:20:00,R,SECR,0,RAIPUR JN,09:20:00,8788,DURG,DURG,37
8788,Durg-Raipur Special,09:05:00,DURG,SECR,0,DURG,08:05:00,8787,R,RAIPUR JN,37
9002,Ahmedabad Mumbai Central Superfast Special,05:45:00,ADI,WR,5,AHMEDABAD JN,21:40:00,9001,BCT,Mumbai Central,491
9021,BANDRA TERMINUS - JAMMU TAWI AC Suvidha Special (Starts 4 April),01:40:00,BDTS,WR,45,MUMBAI BANDRA TERMINUS,16:55:00,9022,JAT,JAMMU TAWI,1955
9051,Valsad-Varanasi Weekly Special,01:10:00,BL,WR,30,VALSAD,19:40:00,9052,BSB,VARANASI JN,1467
9221,Porbandar Secunderabad Weekly Special,10:30:00,PBR,WR,40,PORBANDAR,23:50:00,9222,SC,SECUNDERABAD JN,1694
9561,Bandra Terminus Okha Weekly Special,20:15:00,BDTS,WR,20,MUMBAI BANDRA TERMINUS,23:55:00,9562,OKHA,OKHA,980
9733,Hanumangarh Kota Special,09:30:00,HMH,NWR,5,HANUMANGARH JN,18:25:00,9734,KOTA,KOTA JN,852
9734,Kota Hanumangarh Special,08:45:00,KOTA,NWR,5,KOTA JN,16:40:00,9733,HMH,HANUMANGARH JN,852
11015,Kushinagar Express,07:25:00,LTT,CR,40,LOKMANYA TILAK TERM,22:45:00,11016,GKP,GORAKHPUR JN,1680
12084,Coimbatore-Mayiladuturai Jan Shatabdi,13:40:00,CBE,SR,40,COIMBATORE JN,07:00:00,12083,MV,MAYILADUTURAI JN,362
13401,InterCity Express,12:15:00,BGP,ER,50,BHAGALPUR,05:25:00,13402,DNR,DANAPUR,231
13410,InterCity Express,21:00:00,BGP,ER,20,BHAGALPUR,16:40:00,13409,MLDT,MALDA TOWN,178
56320,Coimbatore Nagercoil Passenger,20:25:00,CBE,SR,15,COIMBATORE JN,07:10:00,56319,NCJ,NAGERCOIL JN,532
8785,Durg Dalli Rajhara Pass,17:35:00,DURG,SECR,5,DURG,15:30:00,8786,DRZ,Dalli Rajhara,88
1494,Bijapur Hubli Special,06:10:00,BJP,CR,5,BIJAPUR,00:05:00,1493,UBL,HUBLI JN,249
9222,Secunderabad-Porbandar Weekly Special,01:30:00,SC,WR,40,SECUNDERABAD JN,14:50:00,9221,PBR,PORBANDAR,1683
9405,Ahmedabad Yesvantpur (Weekly) Special,04:00:00,ADI,WR,30,AHMEDABAD JN,19:30:00,9406,YPR,YESVANTPUR JN,1556
9406,Yeshwantpur-Ahmedabad Special,15:10:00,YPR,WR,20,YESVANTPUR JN,05:50:00,9405,ADI,AHMEDABAD JN,1581
9562,Okha - Bandra Terminus Weekly Special,05:35:00,OKHA,WR,10,OKHA,11:25:00,9561,BDTS,MUMBAI BANDRA TERMINUS,980
9621,Ajmer Jaipur SF Special,13:40:00,AII,NWR,55,AJMER JN,11:45:00,9622,JP,JAIPUR,135
9622,Jaipur Ajmer SF Special,16:10:00,JP,NWR,55,JAIPUR,14:15:00,9621,AII,AJMER JN,135
9715,Jaipur Solapur (Weekly) Special,02:35:00,JP,NWR,40,JAIPUR,12:55:00,9716,SUR,SOLAPUR JN,1744
9716,Solapur - Jaipur Special,18:30:00,SUR,NWR,45,SOLAPUR JN,06:45:00,9715,JP,JAIPUR,1744
9721,Jaipur Delhi Sarai Rohilla SF Special,10:30:00,JP,NWR,30,JAIPUR,06:00:00,9722,DEE,DELHI SARAI ROHILLA,303
9724,Jaipur - Sabarmati SF Holiday Spl,08:20:00,JP,NWR,50,JAIPUR,21:30:00,9723,SBI,SABARMATI JN,620
9727,Indore-Jaipur Special,08:00:00,INDB,NWR,30,INDORE JN BG,22:30:00,9728,JP,JAIPUR,599
9728,Jaipur-Indore Special,06:35:00,JP,NWR,55,JAIPUR,20:40:00,9727,INDB,INDORE JN BG,599
9735,Secunderabad-Jaipur Special,05:55:00,SC,NWR,30,SECUNDERABAD JN,23:25:00,9736,JP,JAIPUR,1666
9736,Jaipur - Secunderabad (Weekly) Special,03:55:00,JP,NWR,45,JAIPUR,21:10:00,9735,SC,SECUNDERABAD JN,1669
9741,Rewari - Delhi Sarai Rohilla (Daily) Special,15:40:00,RE,NWR,30,REWARI,14:10:00,9742,DEE,DELHI SARAI ROHILLA,78
9742,Delhi Sarai Rohilla - Rewari (Daily) Special,12:30:00,DEE,NWR,30,DELHI SARAI ROHILLA,11:00:00,9741,RE,REWARI,78
9761,Surathgarh Anupgarh Passenger,08:35:00,APH,NWR,35,ANUPGARH,07:00:00,9762,SOG,SURATGARH JN,78
9762,Suratgarh - Anupgarh Passenger Special,20:20:00,SOG,NWR,35,SURATGARH JN,18:45:00,9763,APH,ANUPGARH,76
9763,Surathgarh Anupgarh Passenger,22:15:00,APH,NWR,35,ANUPGARH,20:40:00,9764,SOG,SURATGARH JN,78
9764,Suratgarh - Anupgarh Passenger Special,06:40:00,SOG,NWR,40,SURATGARH JN,05:00:00,9763,APH,ANUPGARH,78
9765,Phulera Rewari Passenger Special,16:30:00,FL,NWR,5,PHULERA JN,11:25:00,9766,RE,REWARI,216
9766,Rewari-Phulera Passenger Special,14:15:00,RE,NWR,5,REWARI,09:10:00,9765,FL,PHULERA JN,216
10001,Satpura Express,19:35:00,BTC,SECR,50,Balaghat Junction,12:45:00,10002,JBP,JABALPUR,187
10002,Satpura Express,12:10:00,JBP,SECR,40,JABALPUR,05:30:00,10001,BTC,Balaghat Junction,187
10103,MUMBAI CST - MADGAON Mandovi Exp,18:45:00,CSTM,KR,50,MUMBAI CST,06:55:00,10104,MAO,MADGAON,765
10104,MADGAON - MUMBAI CST Mandovi Exp,21:30:00,MAO,KR,0,MADGAON,09:30:00,10103,CSTM,MUMBAI CST,765
10111,MUMBAI CST - MADGAON Konkan Knaya Exp,10:45:00,CSTM,KR,40,MUMBAI CST,23:05:00,10112,MAO,MADGAON,765
10112,MADGAON - MUMBAI CST Konkan Knaya Exp,05:50:00,MAO,KR,50,MADGAON,18:00:00,10111,CSTM,MUMBAI CST,765
10215,Madgaon Ernakulam Weekly Super Fast Express,10:55:00,MAO,KR,25,MADGAON,21:30:00,10216,ERS,ERNAKULAM JN,850
10216,Ernakulam Madgaon Weekly SF Express,04:00:00,ERS,KR,25,ERNAKULAM JN,14:35:00,10215,MAO,MADGAON,850
11003,DADAR - SAWANTWADI RD Rajya Rani Exp,10:55:00,DR,CR,0,MUMBAI DADAR CENTRAL,23:55:00,11004,SWV,SAWANTWADI ROAD,646
11004,SAWANTWADI RD - DADAR Rajya Rani Exp,06:30:00,SWV,CR,20,SAWANTWADI ROAD,18:10:00,11003,DR,MUMBAI DADAR CENTRAL,646
11007,Deccan Express,11:10:00,CSTM,CR,0,MUMBAI CST,07:10:00,11008,PUNE,PUNE JN,192
11009,Sinhagad Express,18:40:00,CSTM,CR,10,MUMBAI CST,14:30:00,11008,PUNE,PUNE JN,192
11010,Sinhagad Express,09:55:00,PUNE,CR,50,PUNE JN,06:05:00,11009,CSTM,MUMBAI CST,192
11011,Mahalaxmi Express,07:20:00,CSTM,CR,57,MUMBAI CST,20:23:00,11012,KOP,C SHAHU M RAJ KOLHAPUR TERM,518
11012,Mahalaxmi Express,07:25:00,KOP,CR,55,C SHAHU M RAJ KOLHAPUR TERM,20:30:00,11011,CSTM,MUMBAI CST,518
11014,Coimbatore Mumbai LTT Express,14:30:00,CBE,CR,30,COIMBATORE JN,08:00:00,11013,LTT,LOKMANYA TILAK TERM,1518
11016,Kushinagar Express,04:20:00,GKP,CR,15,GORAKHPUR JN,19:05:00,11015,LTT,LOKMANYA TILAK TERM,1680
11018,Chalukya Express,05:50:00,YPR,CR,20,YESVANTPUR JN,06:30:00,11017,DR,MUMBAI DADAR CENTRAL,1205
15212,AMRITSAR - DARBHANGA Jan Nayak Exp,04:10:00,ASR,ECR,5,AMRITSAR JN,19:05:00,15211,DBG,DARBHANGA JN,1499
56386,Kottayam Ernakulam Passenger,07:05:00,KTYM,SR,40,KOTTAYAM,05:25:00,56385,ERS,ERNAKULAM JN,60
56390,Kottayam Ernakulam Passenger,18:55:00,KTYM,SR,40,KOTTAYAM,17:15:00,56389,ERS,ERNAKULAM JN,60
2082,Loharu - Jaipur Passenger Spl (MG),09:35:00,LHU,NWR,55,Loharu,02:40:00,2083,JP,JAIPUR,229
2083,Jaipur-Loharu MG Passenger Special,06:10:00,JP,NWR,40,JAIPUR,23:30:00,2084,LHU,Loharu,229
2084,Loharu - Jaipur Passenger Spl (MG),05:45:00,LHU,NWR,35,Loharu,23:10:00,2083,JP,JAIPUR,230
2085,Jaipur - Churu Passenger Spl (MG),22:15:00,JP,NWR,20,JAIPUR,16:55:00,2086,CUR,Churu,198
2086,Churu - Jaipur Passenger Spl (MG),11:05:00,CUR,NWR,50,Churu,05:15:00,2085,JP,JAIPUR,198
2087,Jaipur - Churu Passenger Spl (MG),03:45:00,JP,NWR,15,JAIPUR,20:30:00,2086,CUR,Churu,198
2088,Churu - Jaipur Passenger Spl (MG),08:15:00,CUR,NWR,10,Churu,03:05:00,2087,JP,JAIPUR,198
2089,Sikar - Churu Passenger Spl (MG),13:35:00,SIKR,NWR,30,Sikar Junction,11:05:00,2090,CUR,Churu,90
2090,Sikar - Churu Passenger Spl (MG),16:05:00,CUR,NWR,5,Churu,14:00:00,2089,SIKR,Sikar Junction,90
2093,Jaipur Loharu Passenger,14:40:00,JP,NWR,55,JAIPUR,07:45:00,2094,LHU,Loharu,229
2411,Ratangarh-Sardarshahar Passenger,13:10:00,RTGH,NR,40,Ratangarh Junction,11:30:00,2412,SRDR,Sardarshahr,46
2412,Sardarshahr-Ratangarh Passenger Special,15:20:00,SRDR,NR,40,Sardarshahr,13:40:00,2411,RTGH,Ratangarh Junction,46
2413,Sadulpur-Shri Ganganagar Passenger Special,08:15:00,SDLP,NWR,45,Sadulpur Junction,02:30:00,2414,SGNR,SHRI GANGANAGAR,246
2423,Dibrugarh Guwahati Rajdhani Express,06:15:00,DBRT,NR,0,DIBRUGARH TOWN,20:15:00,2424,GHY,GUWAHATI,564
2424,Guwahati Dibrugarh Rajdhani Express,05:00:00,GHY,NR,55,GUWAHATI,18:05:00,2423,DBRT,DIBRUGARH TOWN,564
2435,Dibrugarh Guwahati Rajdhani Express,05:05:00,DBRT,NR,5,DIBRUGARH TOWN,19:00:00,2436,GHY,GUWAHATI,564
2436,Guwahati Dibrugarh Rajdhani Express,06:25:00,GHY,NR,40,GUWAHATI,19:45:00,2435,DBRT,DIBRUGARH TOWN,564
2451,Kalka Shimla Holiday Special,12:10:00,KLK,NR,10,Kalka,07:00:00,2452,SML,Shimla,95
2452,Shimla Kalka Holiday Special,21:10:00,SML,NR,20,Shimla,15:50:00,2451,KLK,Kalka,96
2453,Kalka Shimla Holiday Special,18:10:00,KLK,NR,25,Kalka,12:45:00,2452,SML,Shimla,95
2454,Shimla Kalka Holiday Special,15:20:00,SML,NR,55,Shimla,09:25:00,2453,KLK,Kalka,96
3283,Rajendra Nagar-Tatanagar Special,10:05:00,RJPB,ECR,50,RAJENDRA NAGAR BIHAR,23:15:00,3284,TATA,TATANAGAR JN,496
3284,Tatanagar-Rajendra Nagar Special,22:00:00,TATA,ECR,0,TATANAGAR JN,11:00:00,3283,RJPB,RAJENDRA NAGAR BIHAR,496
3686,Delhi Gaya S,09:45:00,DLI,ECR,35,OLD DELHI,19:10:00,3685,GAYA,GAYA JN,972
4011,Sainagar Shirdi - H. Nizamuddin (Weekly) Special,12:55:00,SNSI,NR,55,SAINAGAR SHIRDI,10:00:00,4012,NZM,DELHI H NIZAMUDDIN,1361
4031,Delhi-Panipat Special,08:20:00,DLI,NR,50,OLD DELHI,05:30:00,4032,PNP,PANIPAT JN,89
4032,Panipat Delhi Special,21:00:00,PNP,NR,30,PANIPAT JN,18:30:00,4031,DLI,OLD DELHI,89
4053,Anand Vihar T.-Jammu Tawi Special,11:50:00,ANVT,NR,35,ANAND VIHAR TRM,23:15:00,4054,JAT,JAMMU TAWI,633
4054,Jammu Tawi-Anand Vihar Special,05:40:00,JAT,NR,10,JAMMU TAWI,17:30:00,4053,ANVT,ANAND VIHAR TRM,633
4115,Allahabad - Mumbai LTT (Weekly) Special,14:35:00,ALD,NCR,15,ALLAHABAD JN,10:20:00,4116,LTT,LOKMANYA TILAK TERM,1533
2081,Jaipur Luharu Special,01:00:00,JP,NWR,35,JAIPUR,18:25:00,2082,LHU,Loharu,229
4116,Mumbai LTT-Allahabad Special,21:50:00,LTT,NCR,0,LOKMANYA TILAK TERM,15:50:00,4115,ALD,ALLAHABAD JN,1533
4201,Lucknow -New Delhi Special,08:20:00,LKO,NR,35,LUCKNOW,22:45:00,4202,NDLS,NEW DELHI,493
4202,New Delhi-Lucknow tri-weekly Special,09:45:00,NDLS,NR,50,NEW DELHI,23:55:00,4201,LKO,LUCKNOW,493
4203,Varanasi-Old Delhi Special,10:10:00,BSB,NR,10,VARANASI JN,20:00:00,4204,DLI,OLD DELHI,770
11108,Varanasi-Gwalior Bundelkhand Express,08:55:00,BSB,NCR,50,VARANASI JN,18:05:00,11107,GWL,GWALIOR JN,624
11109,Jhansi-Lucknow Intercity Express,12:00:00,JHS,CR,50,JHANSI JN,06:10:00,11110,LKO,LUCKNOW,292
11110,Lucknow-Jhansi InterCity,22:35:00,LKO,CR,5,LUCKNOW,16:30:00,11109,JHS,JHANSI JN,292
11123,Barauni-Gwalior Mail,21:00:00,BJU,NCR,15,BARAUNI JN,18:45:00,11124,GWL,GWALIOR JN,1055
11124,Gwalior Barauni Mail,13:05:00,GWL,NCR,20,GWALIOR JN,11:45:00,11123,BJU,BARAUNI JN,1055
11125,Indore Gwalior Express,08:25:00,INDB,CR,10,INDORE JN BG,20:15:00,11126,GWL,GWALIOR JN,562
11126,Gwalior Indore Express,07:50:00,GWL,CR,20,GWALIOR JN,19:30:00,11125,INDB,INDORE JN BG,562
11454,Prerna Express,03:40:00,NGP,CR,5,NAGPUR,09:35:00,11453,ADI,AHMEDABAD JN,959
52071,BARI SADRI - MAVLI PASSENGER,15:40:00,BI,NWR,55,BARI SADRI,12:45:00,52072,MVJ,MAVLI JN,82
11065,MUMBAI LTT - DARBHANGA Pawan Exp,01:20:00,LTT,CR,5,LOKMANYA TILAK TERM,12:15:00,11066,DBG,DARBHANGA JN,1880
11066,DARBHANGA - MUMBAI LTT Pawan Exp,03:45:00,DBG,CR,35,DARBHANGA JN,13:10:00,11065,LTT,LOKMANYA TILAK TERM,1880
11067,MUMBAI LTT - FAIZABAD Saket Exp,09:25:00,LTT,CR,5,LOKMANYA TILAK TERM,05:20:00,11068,FD,FAIZABAD JN,1505
11068,FAIZABAD - MUMBAI LTT Saket Exp,21:40:00,FD,CR,5,FAIZABAD JN,15:35:00,11067,LTT,LOKMANYA TILAK TERM,1505
11069,Tulsi Express,08:50:00,LTT,CR,30,LOKMANYA TILAK TERM,05:20:00,11070,ALD,ALLAHABAD JN,1511
11070,Tulsi Express,21:40:00,ALD,CR,25,ALLAHABAD JN,16:15:00,11069,LTT,LOKMANYA TILAK TERM,1511
11071,Kamayani Express,19:25:00,LTT,CR,45,LOKMANYA TILAK TERM,12:40:00,11072,BSB,VARANASI JN,1640
11072,Kamayani Express,23:05:00,BSB,CR,15,VARANASI JN,15:50:00,11071,LTT,LOKMANYA TILAK TERM,1640
11077,Jhelum Express,09:20:00,PUNE,CR,0,PUNE JN,17:20:00,11078,JAT,JAMMU TAWI,2177
11078,Jhelum Express,14:35:00,JAT,CR,50,JAMMU TAWI,21:45:00,11077,PUNE,PUNE JN,2173
11087,Veraval Pune Express,04:45:00,VRL,CR,20,VERAVAL,06:25:00,11088,PUNE,PUNE JN,1066
11088,Pune Veraval Express,16:40:00,PUNE,CR,50,PUNE JN,19:50:00,11087,VRL,VERAVAL,1066
11089,BHAGAT KI KOTHI - PUNE Exp,04:45:00,BGKT,CR,15,BHAGAT KI KOTHI,05:30:00,11090,PUNE,PUNE JN,1094
11090,PUNE - BHAGAT KI KOTHI Exp,17:35:00,PUNE,CR,45,PUNE JN,19:50:00,11089,BGKT,BHAGAT KI KOTHI,1094
11091,BHUJ - PUNE Ahimsa Exp,04:45:00,BHUJ,CR,45,BHUJ,08:00:00,11092,PUNE,PUNE JN,993
11092,PUNE - BHUJ Ahimsa Exp,15:20:00,PUNE,CR,30,PUNE JN,19:50:00,11091,BHUJ,BHUJ,993
11093,MUMBAI CST - VARANASI Mahanagari Exp,04:40:00,CSTM,CR,30,MUMBAI CST,00:10:00,11094,BSB,VARANASI JN,1533
11094,VARANASI - MUMBAI CST Mahanagari Exp,14:15:00,BSB,CR,50,VARANASI JN,11:25:00,11093,CSTM,MUMBAI CST,1533
11095,Ahimsa Express,04:45:00,ADI,CR,45,AHMEDABAD JN,16:00:00,11096,PUNE,PUNE JN,635
11096,Ahimsa Express,07:45:00,PUNE,CR,55,PUNE JN,19:50:00,11095,ADI,AHMEDABAD JN,635
11105,Pratham Swatantrata Sangram Express,08:50:00,KOAA,CR,25,KOLKATA CHITPUR,07:25:00,11106,JHS,JHANSI JN,1326
11106,Pratham Swatantrata Sangram Express,21:45:00,JHS,CR,5,JHANSI JN,20:40:00,11105,KOAA,KOLKATA CHITPUR,1326
11266,AMBIKAPUR - JABALPUR Exp,14:55:00,ABKP,WCR,50,AMBIKAPUR,06:05:00,11265,JBP,JABALPUR,433
11401,Nandigram Express,16:15:00,CSTM,CR,40,MUMBAI CST,16:35:00,11402,NGP,NAGPUR,1139
11402,Nandigram Express,05:40:00,NGP,CR,40,NAGPUR,06:00:00,11401,CSTM,MUMBAI CST,1139
11403,NAGPUR - KOLHAPUR EXP,15:25:00,NGP,CR,25,NAGPUR,15:00:00,11404,KOP,C SHAHU M RAJ KOLHAPUR TERM,1038
11404,KOLHAPUR - NAGPUR EXP,12:35:00,KOP,CR,45,C SHAHU M RAJ KOLHAPUR TERM,12:50:00,11403,NGP,NAGPUR,1038
11423,Solapur - Hubli Express,14:30:00,SUR,CR,5,SOLAPUR JN,06:25:00,11424,UBL,HUBLI JN,358
11424,Hubli Jn - Solapur Express,23:15:00,UBL,CR,15,HUBLI JN,15:00:00,11423,SUR,SOLAPUR JN,357
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,04:15:00,JBP,WCR,45,JABALPUR,00:30:00,11448,HWH,HOWRAH JN,1152
11448,HOWRAH - JABALPUR Shaktipunj Exp,15:45:00,HWH,WCR,15,HOWRAH JN,14:30:00,11447,JBP,JABALPUR,1152
11449,JABALPUR - SHRI MATA VAISHNO DEVI KATRA Express,13:10:00,JBP,CR,10,JABALPUR,06:00:00,11450,SVDK,S M V D KATRA,1509
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,08:40:00,SVDK,CR,55,S M V D KATRA,23:45:00,11449,JBP,JABALPUR,1509
11451,JABALPUR - REWA Intercity Exp,21:40:00,JBP,CR,35,JABALPUR,17:05:00,11452,REWA,REWA,238
11452,REWA - JABALPUR Intercity Exp,10:25:00,REWA,CR,25,REWA,06:00:00,11451,JBP,JABALPUR,238
11453,Prerna Express,12:15:00,ADI,CR,50,AHMEDABAD JN,16:25:00,11454,NGP,NAGPUR,959
